bbl,address,percentage,savings,hvac_cost
1008760006,257 PARK AVENUE SOUTH,31.844402079273653,60610.97,190334.77171
1008290032,13 W 27th St,31.83544030951187,13650.929999999998,42879.66451000001
1012960001,125 Park Ave,31.83196512836973,116746.9,366759.95192
1008110031,1350 Broadway,31.77007239375954,73628.66,231754.77564999997
1000220013,26 Broadway,31.769524128788813,67447.29000000001,212301.85799
1008590052,44 E 30th St,31.768141880125604,15868.53,49951.080109999995
1008110021,1333 BROADWAY,31.752889501765992,25507.58,80331.52384
1007600032,307 W 36th St,31.732407839493774,34350.0,108248.95537000001
1008710060,30 Irving Pl,31.72051729736157,22660.52,71438.05313
1000400003,60 Wall St,31.70701227398254,126647.94,399431.95816000004
1001220001,52 Chambers St,31.693615834380225,33224.45,104830.10261
1013050040,830 3 Ave,31.689262131972445,34535.54,108981.83698999998
1008820076,116 E 27th St,31.683334372132162,17720.890000000003,55931.265920000005
1005450015,726 Broadway,31.68248411934537,102580.75999999998,323777.51572
1008490063,912 Broadway,31.664327728984198,23123.84,73028.04656999999
1008410031,1 W 39th St,31.660363249092267,54600.31,172456.35992999998
1012900037,410 Park Ave,31.657603690039693,54059.97,170764.56743
1008610049,38 E 32nd St,31.648369338033426,22547.05,71242.37511000001
1008410054,8 W 40th St,31.634233951691428,40837.65,129093.21611
1012600042,2 W 45th St,31.62842536542523,23804.85999999999,75264.13257999999
1007850037,462 7 Ave,31.62836463491035,40481.17999999999,127990.11415000001
1007130001,75 9 Ave,31.620186257955524,373692.1000000001,1181814.9866399998
1008570062,72 Madison Ave,31.60794274368981,15346.02,48551.15097
1007800036,370 7 Ave,31.558747469528797,75872.59,240416.98763000005
1000640015,160 Broadway,31.55137260375211,33968.84,107662.00389000002
1010250043,1697 Broadway,31.54097055941458,51298.05,162639.41499000002
1000480001,140 Broadway,31.478172625821593,262530.39,834007.72059
1010140033,3 Times Square,31.47244408696328,230724.54000000004,733100.1664900002
1010290053,1784 Broadway,31.460418349625343,63338.91999999999,201328.91843999998
1012750001,461 5 Ave,31.447034392305,46735.49999999999,148616.55766
1008160037,84 5 Ave,31.43501270384891,27116.26000000001,86261.32986
1005100038,298 Lafayette St,31.43499616960771,17052.1,54245.59274
1007860051,498 7 Ave,31.430738203065534,110984.74000000003,353108.91931
1007580082,440 9 Ave,31.430629459598592,81233.36,258452.85760000002
1000240029,30 Broad St,31.424132262642456,93470.72,297448.84988
1008370056,16 W 36th St,31.423872620561298,10974.330000000002,34923.54406
1000220020,42 Broadway,31.360291487799064,99670.78,317824.7882
1007570054,330 W 34th St,31.35889317595369,99333.35,316762.9337
1007310001,460 W 34th St,31.355520875691763,166281.11000000002,530308.87498
1008660076,397 5 Ave,31.31101871263244,37472.3,119677.67751000001
1013170021,815 2 Ave,31.296667698023157,94962.75,303427.67133000004
1008600045,450 Park Ave South,31.268974016447988,25659.819999999992,82061.59877999999
1007790013,241 W 29th St,31.26701797956225,11656.81,37281.489420000005
1001270018,255 Greenwich St,31.263495718655633,149469.84,478097.01558999997
1008040044,104 W 29th St,31.245384158081112,28652.49,91701.51295
1008110051,132 W 36th St,31.23825257551538,31521.180000000008,100905.70822999999
1008360026,7 W 34th St,31.22068039334655,90219.35,288973.04243
1013210047,767 3 Ave,31.216239619592617,72728.41,232982.61060999997
1008290016,31 W 27th St,31.198882986552984,39510.44,126640.55959
1001530001,280 Broadway,31.1785527638644,50505.55,161988.1153
1010210019,1613 Broadway,31.17370004552259,72607.55,232912.83964999998
1007850067,242 W 36th St,31.148867286137733,32161.56,103251.13817
1008080040,100 W 33rd St,31.135769767687716,147648.02999999997,474207.09718000004
1007800071,254 W 31st St,31.12374112218166,13617.779999999995,43753.67327
1000940025,100 Gold St,31.11278081717427,181235.02,582509.8729200001
1007660061,230 W 17th St,31.079001562590786,9152.079999999998,29447.79285
1006020068,435 Hudson St,31.075229935001136,59185.09999999999,190457.48051999998
1013200046,747 3 Ave,31.052104296371475,109636.6,353073.01223
1000880010,30 Vesey St,31.032604876502933,41182.65,132707.68008000002
1001550001,2 Lafayette St,31.030827076146434,106287.37,342521.87265
1004980011,549 Broadway,30.984346738746822,36468.03,117698.23746
1008590064,105 Madison Ave,30.929352110233044,29718.659999999996,96085.62084999999
1013030033,776 3 Ave,30.869001128404793,91937.45,297830.98461
1008280009,37 W 26th St,30.856979072153106,16921.66,54839.00404000001
1008620013,15 E 32nd St,30.830416484342837,8946.24,29017.57751
1008680072,437 5 Ave,30.801429253384647,12874.020000000002,41796.826680000006
1005630001,83 University Pl,30.755730302653166,51930.259999999995,168847.42937
1006090007,154 W 14th St,30.735467322389358,14823.099999999997,48227.99616
1008370023,29 W 35th St,30.71155089463582,27889.74,90811.8906
1013950017,770 Lexington Ave,30.69113767391419,44245.539999999986,144163.89666
1007280060,442 W 31st St,30.66273606470832,23238.42000000001,75787.1703
1008610047,44 E 32nd St,30.643157481286455,11536.979999999996,37649.44917
1007890021,231 W 39th St,30.59939285841709,25311.83,82720.03996
1007390001,111 8 Ave,30.598622561427817,1446018.76,4725764.230389999
1008010024,119 W 25th St,30.543049145245345,17569.95,57525.199649999995
1012600024,19 W 44th St,30.483439115262694,65641.79000000001,215335.90666
1005590016,124 E 14th St,30.447162805612322,65061.28,213685.85446
1008490031,45 E 20th St,30.436670796585226,7294.9,23967.47019
1008760001,251 Park Ave South,30.42655427449746,15580.719999999998,51207.63876
1013090066,110 E 55th St,30.41234877571526,15704.160000000002,51637.44541999999
1012930069,745 5 Ave,30.308523008567533,120939.06000000006,399026.57073000004
1008710003,32 Union Square,30.3039878346759,28559.18,94242.31607999998
1008190039,122 5Th Ave,30.236801335477114,25741.1,85131.69007
1013180033,228 E 45th St,30.226879313972432,30724.179999999997,101645.22669
1012780014,340 Madison Ave,30.218439279275838,73858.59999999999,244415.66726000005
1008220070,54 W 21st St,30.205129070654777,21480.870000000003,71116.63039
1007620050,318 W 39th St,30.006756397773998,14227.97,47415.88797999999
1004990007,104 Greene St,29.994554994894525,16792.440000000002,55984.961279999996
1000220028,52 Broadway,29.961943942549347,66572.94,222191.65795000005
1008400031,15 W 38th St,29.946614828439106,4673.479999999997,15606.037699999999
1008470040,230 Park Ave South,29.932957396129307,92797.31,310017.17863000004
1007880049,530 7 Ave,29.902976008771496,71686.11000000002,239729.01553000003
1022150824,4116 9 Ave,29.87638294768118,4732.58,15840.538690000001
1021240043,3940 Broadway,29.86674683474812,56214.40000000001,188217.35193
1004960036,71 Spring St,29.824406361111738,9684.19,32470.688210000004
1005770034,8 W 14th St,29.806765648172306,18210.6,61095.52514000001
1012890052,527 Madison Ave,29.787820230818674,44487.08,149346.54384
1002210030,200 Hudson St,29.744049119285766,39351.54999999999,132300.58168
1012720034,720 5 Ave,29.736179423882565,24559.74,82592.11666
1012940037,500 Park Ave,29.69847813302728,134556.27,453074.63028000004
1008360043,366 5 Ave,29.69736285308573,13741.4,46271.448639999995
1008610064,148 Madison Ave,29.627347484177495,15368.350000000002,51872.176569999996
1008630027,169 Madison Ave,29.57904257300173,28375.869999999995,95932.34781
1012950017,354 Lexington Ave,29.496414397019,95072.63,322319.27826999995
1000220024,50 Broadway,29.47747756923695,44666.68000000001,151528.16212000002
1007800013,247 W 30th St,29.4682795689491,7191.28,24403.46062
1009400012,321 E 34th St,29.4459051423744,13592.53,46161.019450000014
1008010055,122 W 26th St,29.371614519589347,5099.72,17362.750000000004
1008610015,134 Madison Ave,29.365341900508568,45100.24999999999,153583.26204
1010040029,1285 Ave Of The Americas,29.317891746999564,468101.29,1596640.3520400003
1009990003,1560 Broadway,29.296006043810802,40789.97999999999,139233.92813000001
1006460027,428 W 14th St,29.28608983528641,13370.19,45653.72187
1013060001,345 Park Ave,29.28379891875292,1249025.5499999998,4265244.25149
1004970001,530 Broadway,29.28244826510665,24133.409999999996,82415.95710000001
1008660001,389 5 Ave,29.252827750706167,24514.019999999993,83800.51395000001
1008500001,149 5 Ave,29.24037045995311,33356.950000000004,114078.41102999999
1007840064,240 W 35th St,29.23295992817731,24456.549999999992,83660.87477999998
1007950028,111 W 19th St,29.22861714133248,29458.520000000004,100786.56769000001
1000290073,44 Beaver St,29.22228216415706,82967.84,283919.78263000003
1008620026,31 E 32nd St,29.197798645446436,6292.39,21550.905519999997
1008000025,119 W 24th St,29.18963366491599,27834.72,95358.23683000001
1000330001,77 Water St,29.176595959824443,209862.61,719284.0806
1009950033,1111 Ave Of The Americas,29.1734968203148,1102492.0399999998,3779087.73429
1008220031,154 5 Ave,29.160944805267086,35937.04,123236.88495
1009960001,1500 Broadway,29.14362663407611,292434.55,1003425.3927000001
1012830069,589 5 Ave,29.136027362348482,38359.599999999984,131656.93292
1000650007,15 Maiden Lane,29.120418082823456,48509.81999999999,166583.52865
1008220015,27 W 20th St,29.084028301618524,7350.479999999999,25273.252809999998
1008200038,130 5 Ave,29.074196808886622,16571.180000000004,56996.174680000004
1013010033,750 3 Ave,29.059547633144746,213328.05,734106.5755500001
1007860013,255 W 36th St,29.055006223642394,25463.299999999996,87638.25347
1008150001,1411 Broadway,29.048169200915662,368254.9799999999,1267739.0352999999
1012670034,640 5 Ave,29.040375982370385,86565.74,298087.53183
1012620048,16 W 47th St,28.999591919483315,13137.619999999994,45302.775420000005
1008380015,43 W 36th St,28.99924213241177,12519.089999999998,43170.404050000005
1012630038,590 5 Ave,28.95647016332609,58933.4,203524.11625999998
1006460019,860 Washington St,28.936000750961817,34964.82,120835.01207
1000770008,110 William St,28.933019223192414,310531.04000000004,1073275.61498
1008260057,24 W 25th St,28.927860390258743,11138.13,38503.12415
1013130014,722 Lexington Ave,28.92123652485394,44960.64,155458.91325
1005480009,13 University Pl,28.88726500958097,18025.229999999996,62398.534419999996
1013940001,505 Park Ave,28.862386164580133,61654.44999999999,213615.22103
1005220001,610 Broadway,28.83455508726966,18819.949999999997,65268.737259999994
1012980023,425 Lexington Ave,28.818392176691066,221557.21,768804.8959899999
1008590015,102 Madison Ave,28.81167421105944,12499.150000000003,43382.2412
1005100001,63 Prince St,28.764464672909405,19358.57,67300.29646
1008410049,452 5 Ave,28.761802136610235,216008.95999999996,751027.20954
1008630060,183 Madison Ave,28.7414288152133,16879.06,58727.28217
1012910010,550 Madison Ave,28.729711889466923,192181.61,668929.8199
1012860043,34 E 51st St,28.720584510275447,22667.14,78922.97593
1001480010,71 Thomas St,28.608136808051743,14963.96,52306.65702
1012610019,35 W 45th St,28.599420663052804,6401.009999999999,22381.60722
1008720013,35 Irving Pl,28.57982801147579,84661.68,296228.79454000003
1008590024,99 Madison Ave,28.513358755845154,18812.82999999999,65979.00360000001
1012770069,511 5 Ave,28.4886900973637,17518.05,61491.244210000004
1009940001,1459 Broadway,28.448519120611536,238684.13,839003.7069699999
1018840001,2880 Broadway,28.43858493128268,12278.9,43176.90218999999
1000160260,200 W St,28.393094110844945,735510.6300000001,2590456.0705099995
1013740014,650 Madison Ave,28.293024677180007,102640.46000000002,362776.55419000005
1008260065,40 W 25th St,28.286507968345937,13875.28,49052.64381
1007940030,615 Ave Of The Americas,28.263132065109094,28103.98,99436.89162000001
1007990028,119 W 23rd St,28.256684672111554,6133.029999999999,21704.704820000006
1012640040,608 5 Ave,28.247416775061275,41336.509999999995,146337.31052000003
1012900006,3 E 54th St,28.236416067975806,25529.740000000005,90414.23649000001
1008030067,150 W 28th St,28.23470851757428,5534.220000000001,19600.76902
1008390070,42 W 38th St,28.230778439388793,7819.94,27700.05091
1011050036,600 W 58th St,28.219927924347964,50211.01,177927.49200000003
1000290036,1 William St,28.1849766436503,14254.140000000005,50573.53845
1008630067,178 Madison Ave,28.181802920403126,49372.17,175191.66583999997
1007760059,236 W 27th St,28.164222658168388,9599.129999999996,34082.70882
1008860001,443 Park Ave South,28.085845148984856,5769.600000000001,20542.732359999998
1009980012,145 W 45th St,28.075713799439956,10113.819999999998,36023.37619
1008110056,142 W 36th St,28.005247500823,10584.130000000005,37793.3814
1008250012,49 W 23rd St,28.000954571634928,43833.89,156544.27025999996
1008800014,121 E 24th St,27.990538597014126,10353.339999999998,36988.71304
1008120006,491 7 Ave,27.95495994614961,39204.52,140241.73197000002
1007630049,314 W 40th St,27.93766495229279,6964.139999999999,24927.42329
1007890075,264 W 40th St,27.896772160656237,24047.06,86200.15198
1008260069,48 W 25th St,27.876996825352734,9642.36,34588.94823
1013750016,652 Madison Ave,27.818461319571547,31998.1,115024.69397000001
1012620024,21 W 46th St,27.759429391800744,11330.049999999996,40815.14011
1006460001,40 10 Ave,27.735019485433575,33469.770000000004,120676.92982000002
1017740056,132 E 126th St,27.66961034728828,9031.960000000005,32642.16549
1012670022,15 W 51st St,27.666300486766055,69742.12999999999,252083.32437999998
1005110008,584 Broadway,27.665785476672404,11000.14,39760.808560000005
1012610034,546 5 Ave,27.631410216235885,54493.23,197214.79857
1012630007,55 W 47th St,27.590578064180228,12091.270000000004,43823.909640000005
1008260046,1115 Broadway,27.58875325322196,32250.85,116898.54087999999
1008380076,48 W 37th St,27.564774041336825,30449.839999999997,110466.49595000001
1007990012,155 W 23rd St,27.540329394548113,8009.97,29084.510520000007
1008600001,285 5 Ave,27.463185117783745,38297.52,139450.39454
1007890014,251 W 39th St,27.43724023588404,7637.430000000001,27835.999300000003
1007620033,575 8 Ave,27.396507858692942,33965.16999999999,123976.27527999999
1009990009,151 W 46th St,27.212622324726542,6984.2699999999995,25665.552980000004
1007850018,237 W 35th St,27.190954330541516,22084.4,81219.65758
1013100041,160 E 56th St,27.184484875055382,6306.5999999999985,23199.26248
1008400023,29 W 38th St,27.151114630000034,8363.5,30803.523589999993
1006970056,536 W 26th St,27.147336942220907,16686.109999999993,61464.997599999995
1008130055,1385 Broadway,27.037137963367634,58827.03,217578.61383000002
1000640012,150 Broadway,27.029284769077766,88442.08999999998,327208.39917
1008810001,351 Park Ave South,26.994845157839165,52463.810000000005,194347.51225
1010100021,119 W 57th St,26.993811706747074,64849.619999999995,240238.83957000004
1004980009,557 Broadway,26.979056255157925,31917.46,118304.583
1008240032,3 W 22nd St,26.9539509603409,3019.2600000000007,11201.548910000001
1012600064,56 W 45th St,26.80889899681465,5799.450000000001,21632.555669999998
1012950058,364 Lexington Ave,26.773589010766884,131007.15,489314.86155000003
1008210032,11 W 19th St,26.76781100322976,47505.869999999995,177473.86962
1008190010,47 W 17th St,26.73710210176246,25287.85,94579.62161999999
1005310020,383 Lafayette St,26.710228587490754,8961.01,33548.98282
1008440042,91 5 Ave,26.707873082428364,6585.759999999998,24658.49669
1008060058,128 W 31st St,26.646326749286214,70977.17,266367.55853
1008830001,387 Park Ave South,26.577723183462375,37034.66999999999,139344.78037999998
1001940042,60 Walker St,26.56291579274301,19897.28999999999,74906.27217
1009930022,115 W 40th St,26.551659026865586,31226.540000000008,117606.73774999999
